0,1,2
10,0.25217391304347825,0.7226724137931035
15,0.1681159420289855,0.7228275862068965
21,0.12008281573498965,0.7211206896551723
26,0.09698996655518395,0.7211896551724137
32,0.07880434782608696,0.7222586206896551
37,0.0681551116333725,0.721344827586207
43,0.05864509605662285,0.7204655172413794
48,0.05253623188405797,0.7206206896551723
54,0.04669887278582931,0.7208793103448276
60,0.042028985507246375,0.7216551724137931
